-83.1954907983;42.6788678267;100
-83.1954907867;42.6788677933;100
-83.1954907617;42.6788677;100
-83.1954907633;42.678867705;100
-83.195490765;42.6788676233;100
-83.195490665;42.6788676583;100
-83.1954904717;42.6788676067;100
-83.195490425;42.6788674867;100
-83.1954904267;42.678867375;100
-83.1954905667;42.6788670633;100
-83.19549052;42.6788667917;100
-83.1954905083;42.6788666867;100
-83.19549047;42.67886657;100
-83.1954904183;42.67886648;100
-83.1954903617;42.67886642;100
-83.19549032;42.6788664083;100
-83.1954892383;42.6788572;100
-83.1954923567;42.6788476733;100
-83.1954931417;42.67883691;100
-83.1954945817;42.6788260967;100
-83.1954930967;42.67881573;100
-83.1954924267;42.678804995;100
-83.1954925967;42.67879448;100
-83.1954958933;42.6787846067;100
-83.19549846;42.6787734833;100
-83.1954971967;42.6787635333;100
-83.1954940517;42.6787521967;100
-83.1954883683;42.67874284;100
-83.1954830333;42.6787330633;100
-83.1954724483;42.678725575;100
-83.1954604383;42.6787184733;100
-83.1954457183;42.6787132867;100
-83.19543256;42.678708555;100
-83.1954194017;42.6787052417;100
-83.1954057567;42.6787072617;100
-83.1953980167;42.6787156783;100
-83.1953871617;42.6787224017;100
-83.19537983;42.6787267033;100
-83.19537947;42.6787262667;100
-83.1953806533;42.6787261033;100
-83.1953808067;42.678727385;100
-83.1953736733;42.6787340683;100
-83.1953609067;42.67874045;100
-83.195346885;42.67874462;100
-83.1953367967;42.678750945;100
-83.1953254917;42.67875496;100
-83.19531803;42.678763645;100
-83.1953085617;42.67877016;100
-83.1952951;42.678773835;100
-83.1952807183;42.6787778833;100
-83.1952671867;42.6787790917;100
-83.1952545033;42.6787755117;100
-83.195245265;42.678769065;100
-83.1952409783;42.678758265;100
-83.195236975;42.6787474217;100
-83.1952325983;42.6787369167;100
-83.1952237033;42.67872924;100
-83.1952114133;42.678723025;100
-83.1951959883;42.6787172433;100
-83.1951837883;42.6787138983;100
-83.1951684517;42.678712715;100
-83.195155345;42.6787130617;100
-83.1951427467;42.6787177833;100
-83.1951314083;42.6787235683;100
-83.19511847;42.6787286833;100
-83.1951081167;42.678736515;100
-83.1950951067;42.678740855;100
-83.195087625;42.6787503;100
-83.1950793433;42.678759035;100
-83.1950726483;42.67876866;100
-83.195068645;42.678778555;100
-83.195057235;42.6787857583;100
-83.195044245;42.6787914667;100
-83.195030225;42.6787953933;100
-83.195015315;42.678797535;100
-83.1950019033;42.678793985;100
-83.1949892367;42.67878864;100
-83.1949779883;42.6787817917;100
-83.1949728733;42.6787724833;100
-83.1949632017;42.6787640367;100
-83.1949575;42.67875809;100
-83.1949503267;42.6787500767;100
-83.1949412883;42.67874191;100
-83.19492781;42.6787361317;100
-83.19491336;42.6787315317;100
-83.1949014067;42.6787267167;100
-83.194888355;42.6787221133;100
-83.19487164;42.678723165;100
-83.1948578867;42.6787261433;100
-83.194847125;42.6787311683;100
-83.1948373533;42.6787387083;100
-83.1948306583;42.678748145;100
-83.1948234817;42.67875843;100
-83.1948207333;42.678768905;100
-83.1948208083;42.67877995;100
-83.1948277483;42.6787877367;100
-83.1948402933;42.6787931317;100
-83.1948531267;42.6787982983;100
-83.1948536017;42.6787981483;100
-83.1948527917;42.678798205;100
-83.1948466983;42.678804075;100
-83.1948468017;42.6788144733;100
-83.1948592283;42.6788188933;100
-83.1948714967;42.67881739;100
-83.194884675;42.6788167317;100
-83.19489569;42.67882288;100
-83.1948981967;42.6788332667;100
-83.19490258;42.6788438883;100
-83.1949045667;42.6788545967;100
-83.1949035217;42.67886408;100
-83.1948995867;42.6788732417;100
-83.1948984483;42.6788830683;100
-83.1948965233;42.6788940317;100
-83.19489554;42.6789039667;100
-83.1948914983;42.6789147783;100
-83.1948935817;42.6789254233;100
-83.1948934117;42.6789348517;100
-83.1948922667;42.6789450383;100
-83.1948922;42.67894991;100
-83.1949027533;42.6789509983;100
-83.1949161567;42.6789462683;100
-83.1949281467;42.6789404017;100
-83.1949395333;42.678933655;100
-83.19495146;42.678927125;100
-83.1949634717;42.67891945;100
-83.194974055;42.6789133033;100
-83.194985245;42.6789061933;100
-83.1949924667;42.6788984567;100
-83.1949965817;42.67889673;100
-83.1950007517;42.6789061467;100
-83.1949914417;42.67891194;100
-83.194983045;42.67891948;100
-83.1949742533;42.6789280183;100
-83.1949657583;42.6789366333;100
-83.1949573583;42.678944055;100
-83.1949430517;42.6789460817;100
-83.1949285983;42.6789481783;100
-83.1949160617;42.6789528767;100
-83.1949108917;42.6789534517;100
-83.1949112083;42.6789534;100
-83.1949121267;42.678952805;100
-83.1949125833;42.6789531733;100
-83.19491259;42.6789532483;100
-83.194912555;42.6789533717;100
-83.1949124283;42.6789535683;100
-83.19491246;42.67895357;100
-83.194912365;42.6789537317;100
-83.194912235;42.6789538083;100
-83.1949121217;42.678953855;100
-83.1949119917;42.6789539483;100
-83.1949118517;42.6789540333;100
-83.1949116367;42.6789540917;100
-83.1949115483;42.6789542233;100
-83.1949114033;42.6789542017;100
-83.194911275;42.67895423;100
-83.194911175;42.67895417;100
-83.1949111967;42.6789541367;100
-83.19491117;42.6789541433;100
-83.1949110483;42.6789542367;100
-83.1949107067;42.67895426;100
-83.1949106883;42.678954325;100
-83.194910425;42.6789544333;100
-83.194910105;42.6789546;100
-83.1949100517;42.6789547;100
-83.1949098667;42.6789550167;100
-83.19490888;42.6789545017;100
-83.194909345;42.67895457;100
-83.1949108717;42.67895708;100
-83.1949130533;42.6789611717;100
-83.194914665;42.6789635333;100
-83.1949169267;42.6789678983;100
-83.194918845;42.6789723983;100
-83.1949199717;42.6789757217;100
-83.1949215017;42.6789790117;100
-83.1949235233;42.6789847433;100
-83.1949240617;42.67898813;100
-83.194925895;42.6789926267;100
-83.1949260317;42.678993195;100
-83.194926235;42.67899551;100
-83.1949261033;42.6789993183;100
-83.1949265267;42.6790028667;100
-83.194925635;42.6790039517;100
-83.1949266783;42.6790074567;100
-83.1949265267;42.679009555;100
-83.19492699;42.67901213;100
-83.1949267283;42.6790156;100
-83.19492682;42.6790170333;100
-83.1949270783;42.6790199483;100
-83.1949266183;42.679024055;100
-83.1949264067;42.679025635;100
-83.194925355;42.6790286917;100
-83.1949267483;42.6790353833;100
